SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,June-28-2019,Townhouse,5483 Entrada Cedros,SAN JOSE,CA,95123,520000,2,1.0,SAN JOSE,884,1371,1970,666,588,236,Sold,,,http://www.redfin.com/CA/San-Jose/5483-Entrada-Cedros-95123/home/1467893,MLSListings,ML81751001,N,Y,37.253696,-121.836043
PAST SALE,March-26-2020,Townhouse,1472 Alegria Loop,SAN JOSE,CA,95128,900000,2,2.5,SAN JOSE,1860,1600,2002,394,484,445,Sold,,,http://www.redfin.com/CA/San-Jose/1472-Alegria-Loop-95128/home/1572896,MLSListings,ML81783149,N,Y,37.3009781,-121.9292387
PAST SALE,October-19-2020,Single Family Residential,1115 Pascoe Ave,SAN JOSE,CA,95125,1200000,3,2.0,SAN JOSE,1408,5950,1952,187,852,,Sold,,,http://www.redfin.com/CA/San-Jose/1115-Pascoe-Ave-95125/home/1143056,MLSListings,ML81807173,N,Y,37.2891075,-121.8879459
PAST SALE,June-12-2020,Condo/Co-op,294 Tradewinds Dr #6,SAN JOSE,CA,95123,515000,2,1.0,SAN JOSE,959,,1970,316,537,439,Sold,,,http://www.redfin.com/CA/San-Jose/294-Tradewinds-Dr-95123/unit-6/home/1436933,MLSListings,ML81788991,N,Y,37.2524945,-121.827998
PAST SALE,October-24-2019,Single Family Residential,372 Avenida Manzanos,SAN JOSE,CA,95123,930000,3,2.0,SAN JOSE,1283,7035,1971,548,725,,Sold,,,http://www.redfin.com/CA/San-Jose/372-Avenida-Manzanos-95123/home/1769153,MLSListings,ML81767703,N,Y,37.2575528,-121.837913
PAST SALE,May-14-2019,Single Family Residential,429 Skipstone Ct,SAN JOSE,CA,95136,1088000,4,2.5,SAN JOSE,1853,3549,1995,711,587,210,Sold,,,http://www.redfin.com/CA/San-Jose/429-Skipstone-Ct-95136/home/866862,MLSListings,ML81744698,N,Y,37.2774712,-121.8532144
PAST SALE,October-13-2020,Condo/Co-op,1104 Cedar Gables Dr,SAN JOSE,CA,95118,560000,2,2.0,SAN JOSE,845,,1985,193,663,450,Sold,,,http://www.redfin.com/CA/San-Jose/1104-Cedar-Gables-Dr-95118/home/1132112,MLSListings,ML81809745,N,Y,37.261385,-121.877823
PAST SALE,December-10-2020,Condo/Co-op,5563 Russo Dr,SAN JOSE,CA,95118,609000,2,2.0,SAN JOSE,1020,,1982,135,597,370,Sold,,,http://www.redfin.com/CA/San-Jose/5563-Russo-Dr-95118/home/921913,MLSListings,ML81820696,N,Y,37.25012,-121.879897
PAST SALE,,Condo/Co-op,2808 Paseo Ln,San Jose,CA,95124,1080000,3,3.0,,1956,,2007,,552,,,,,http://www.redfin.com/CA/San-Jose/2808-Paseo-Ln-95124/home/17288928,,,N,Y,37.2725233,-121.907644
PAST SALE,March-18-2021,Single Family Residential,1623 York St,SAN JOSE,CA,95124,1300000,3,2.0,SAN JOSE,1470,5529,1962,37,884,,Sold,,,http://www.redfin.com/CA/San-Jose/1623-York-St-95124/home/1702432,MLSListings,ML81825982,N,Y,37.2672135,-121.9048852
PAST SALE,November-3-2020,Townhouse,212 Rosarno Ct,SAN JOSE,CA,95111,748000,2,2.5,SAN JOSE,1457,908,2015,172,513,249,Sold,,,http://www.redfin.com/CA/San-Jose/212-Rosarno-Ct-95111/home/167457973,MLSListings,ML81810980,N,Y,37.2899246,-121.8534471
PAST SALE,July-24-2019,Single Family Residential,1348 San Tomas Aquino Rd,SAN JOSE,CA,95130,1260000,3,2.0,SAN JOSE,1766,10466,1949,640,713,,Sold,,,http://www.redfin.com/CA/San-Jose/1348-San-Tomas-Aquino-Rd-95130/home/757079,MLSListings,ML81755589,N,Y,37.2997571,-121.9763929
PAST SALE,August-25-2020,Townhouse,4549 Cimarron River Ct,SAN JOSE,CA,95136,770333,3,2.5,SAN JOSE,1441,1626,1973,242,535,440,Sold,,,http://www.redfin.com/CA/San-Jose/4549-Cimarron-River-Ct-95136/home/831879,MLSListings,ML81802449,N,Y,37.2653509,-121.861385
PAST SALE,October-5-2020,Single Family Residential,2951 Wall St,SAN JOSE,CA,95111,800000,3,2.5,SAN JOSE,1808,1480,2006,201,442,122,Sold,,,http://www.redfin.com/CA/San-Jose/2951-Wall-St-95111/home/1655746,MLSListings,ML81804474,N,Y,37.292057,-121.8433
PAST SALE,April-1-2021,Single Family Residential,3617 Safe Haven Ct,SAN JOSE,CA,95111,1028888,5,2.5,SAN JOSE,1768,3191,1998,23,582,,Sold,,,http://www.redfin.com/CA/San-Jose/3617-Safe-Haven-Ct-95111/home/1712239,MLSListings,ML81830962,N,Y,37.2905756,-121.8243892
PAST SALE,September-28-2020,Condo/Co-op,5951 Sunstone Dr #304,SAN JOSE,CA,95123,610000,1,1.0,SAN JOSE,841,,2019,208,725,550,Sold,,,http://www.redfin.com/CA/San-Jose/5951-Sunstone-Dr-95123/unit-304/home/168906981,MLSListings,ML81804848,N,Y,37.2419315,-121.7976177
PAST SALE,December-18-2020,Townhouse,5108 Graves Ave,SAN JOSE,CA,95129,1360000,3,2.5,SAN JOSE,1604,960,2006,127,848,355,Sold,,,http://www.redfin.com/CA/San-Jose/5108-Graves-Ave-95129/home/2124130,MLSListings,ML81819734,N,Y,37.2941498,-121.9912753
PAST SALE,April-15-2020,Single Family Residential,1940 Dry Creek Rd,SAN JOSE,CA,95124,2470000,3,3.0,SAN JOSE,3030,20980,1964,374,815,,Sold,,,http://www.redfin.com/CA/San-Jose/1940-Dry-Creek-Rd-95124/home/1710841,MLSListings,ML81789539,N,Y,37.2801939,-121.9294893
PAST SALE,May-24-2019,Single Family Residential,7208 Via Colina,SAN JOSE,CA,95139,1000000,4,2.0,SAN JOSE,2345,6693,1972,701,426,50,Sold,,,http://www.redfin.com/CA/San-Jose/7208-Via-Colina-95139/home/1410031,MLSListings,ML81746574,N,Y,37.2286214,-121.767117
PAST SALE,August-13-2020,Townhouse,5138 Graves Ave,SAN JOSE,CA,95129,1165888,2,2.5,SAN JOSE,1350,834,2005,254,864,355,Sold,,,http://www.redfin.com/CA/San-Jose/5138-Graves-Ave-95129/home/2124120,MLSListings,ML81787236,N,Y,37.2942282,-121.9917639
PAST SALE,March-12-2020,Single Family Residential,307 Fairbanks Ave,CAMPBELL,CA,95008,1651000,3,2.0,CAMPBELL,1850,8547,1955,408,892,,Sold,,,http://www.redfin.com/CA/Campbell/307-Fairbanks-Ave-95008/home/830074,MLSListings,ML81780612,N,Y,37.2662983,-121.9435114
PAST SALE,June-14-2019,Single Family Residential,5884 Santa Teresa Blvd,SAN JOSE,CA,95123,1005000,3,2.0,SAN JOSE,1371,6227,1967,680,733,,Sold,,,http://www.redfin.com/CA/San-Jose/5884-Santa-Teresa-Blvd-95123/home/987419,MLSListings,ML81753209,N,Y,37.2371938,-121.8331087
PAST SALE,December-9-2019,Condo/Co-op,918 Owens Lake Dr,SAN JOSE,CA,95123,590000,2,1.0,SAN JOSE,867,1013,1994,502,681,400,Sold,,,http://www.redfin.com/CA/San-Jose/918-Owens-Lake-Dr-95123/home/1002093,MLSListings,ML81764100,N,Y,37.243474,-121.866575
PAST SALE,September-30-2020,Single Family Residential,530 Ella Dr,SAN JOSE,CA,95111,815888,3,2.0,SAN JOSE,1120,5452,1961,206,728,,Sold,,,http://www.redfin.com/CA/San-Jose/530-Ella-Dr-95111/home/1170635,MLSListings,ML81808170,N,Y,37.2698508,-121.8053462
PAST SALE,June-8-2020,Single Family Residential,5021 Mccoy Ave,SAN JOSE,CA,95130,1525000,3,2.0,SAN JOSE,1578,6008,1959,320,966,,Sold,,,http://www.redfin.com/CA/San-Jose/5021-McCoy-Ave-95130/home/1456763,MLSListings,ML81789811,N,Y,37.2765004,-121.9884766
PAST SALE,March-12-2020,Single Family Residential,1302 Thornbury Ln,SAN JOSE,CA,95138,1406000,4,3.5,SAN JOSE,2612,4452,2004,408,538,390,Sold,,,http://www.redfin.com/CA/San-Jose/1302-Thornbury-Ln-95138/home/1048229,MLSListings,ML81781474,N,Y,37.288836,-121.806351
PAST SALE,August-6-2020,Single Family Residential,5870 Southwind Dr,SAN JOSE,CA,95138,915000,4,2.0,SAN JOSE,1355,5000,1983,261,675,,Sold,,,http://www.redfin.com/CA/San-Jose/5870-Southwind-Dr-95138/home/976255,MLSListings,ML81798836,N,Y,37.243193,-121.7790011
PAST SALE,February-16-2021,Single Family Residential,593 Ezie St,SAN JOSE,CA,95111,710000,4,1.5,SAN JOSE,1113,5819,1959,67,638,,Sold,,,http://www.redfin.com/CA/San-Jose/593-Ezie-St-95111/home/896775,MLSListings,ML81819126,N,Y,37.286862,-121.8273699
PAST SALE,March-24-2020,Single Family Residential,5341 Entrada Oleandros,SAN JOSE,CA,95123,925000,3,2.0,SAN JOSE,1134,6562,1971,396,816,,Sold,,,http://www.redfin.com/CA/San-Jose/5341-Entrada-Oleandros-95123/home/1433728,MLSListings,ML81786651,N,Y,37.2564696,-121.8388917
PAST SALE,February-22-2021,Condo/Co-op,65 Kenbrook Cir,SAN JOSE,CA,95111,560000,2,1.5,SAN JOSE,1008,,1987,61,556,312,Sold,,,http://www.redfin.com/CA/San-Jose/65-Kenbrook-Cir-95111/home/1297126,MLSListings,ML81825182,N,Y,37.288796,-121.842864
PAST SALE,August-21-2019,Single Family Residential,118 Bradwell Ct,SAN JOSE,CA,95138,987000,4,2.5,SAN JOSE,1987,5989,1979,612,497,,Sold,,,http://www.redfin.com/CA/San-Jose/118-Bradwell-Ct-95138/home/1286997,MLSListings,ML81761080,N,Y,37.24822,-121.7824726
PAST SALE,December-12-2019,Single Family Residential,6839 Turturici Ct,SAN JOSE,CA,95135,2360000,6,5.5,SAN JOSE,4884,12786,2013,499,483,160,Sold,,,http://www.redfin.com/CA/San-Jose/6839-Turturici-Ct-95135/home/41396362,MLSListings,ML81770024,N,Y,37.2749574,-121.744792
PAST SALE,November-9-2020,Single Family Residential,19171 Graystone Ln,SAN JOSE,CA,95120,2100000,5,2.0,SAN JOSE,2278,301435,1951,166,922,,Sold,,,http://www.redfin.com/CA/San-Jose/19171-Graystone-Ln-95120/home/144235300,MLSListings,ML81797123,N,Y,37.215817,-121.835742
PAST SALE,July-15-2019,Single Family Residential,1429 Trestlewood Dr,SAN JOSE,CA,95138,1310000,3,2.5,SAN JOSE,2091,5984,2004,649,626,180,Sold,,,http://www.redfin.com/CA/San-Jose/1429-Trestlewood-Dr-95138/home/1547898,MLSListings,ML81755054,N,Y,37.2899491,-121.8038333
PAST SALE,October-17-2019,Condo/Co-op,550 Marble Arch Ave,SAN JOSE,CA,95136,818888,3,3.0,SAN JOSE,1894,4090,2000,555,432,255,Sold,,,http://www.redfin.com/CA/San-Jose/550-Marble-Arch-Ave-95136/home/1224416,MLSListings,ML81766422,N,Y,37.281865,-121.85881
PAST SALE,July-26-2019,Single Family Residential,4093 Cranford Cir,SAN JOSE,CA,95124,1278888,4,2.0,SAN JOSE,1868,6119,1977,638,685,,Sold,,,http://www.redfin.com/CA/San-Jose/4093-Cranford-Cir-95124/home/1444864,MLSListings,ML81752496,N,Y,37.2544315,-121.9459556
PAST SALE,May-15-2020,Condo/Co-op,2738 Goble Ln #3,SAN JOSE,CA,95111,865000,3,3.5,SAN JOSE,1848,,2016,344,468,196,Sold,,,http://www.redfin.com/CA/San-Jose/2738-Goble-Ln-95111/unit-3/home/167458711,MLSListings,ML81788640,N,Y,37.292878,-121.85157
PAST SALE,August-2-2019,Condo/Co-op,688 Cassaday Ct,SAN JOSE,CA,95136,505000,2,2.0,SAN JOSE,912,3343,1988,631,554,460,Sold,,,http://www.redfin.com/CA/San-Jose/688-Cassaday-Ct-95136/home/1236431,MLSListings,ML81744150,N,Y,37.2738943,-121.8588653
PAST SALE,,Single Family Residential,1493 Hartley Ct,San Jose,CA,95130,1720000,3,3.0,,2302,10386,1959,,747,,,,,http://www.redfin.com/CA/San-Jose/1493-Hartley-Ct-95130/home/1662422,,,N,Y,37.2963625,-121.9697508
PAST SALE,November-13-2020,Single Family Residential,4839 Jarvis Ave,SAN JOSE,CA,95118,1050000,3,2.0,SAN JOSE,1188,7500,1962,162,884,,Sold,,,http://www.redfin.com/CA/San-Jose/4839-Jarvis-Ave-95118/home/1538743,MLSListings,ML81809914,N,Y,37.2561036,-121.8893687
PAST SALE,October-25-2019,Single Family Residential,547 Bluefield Dr,SAN JOSE,CA,95136,1188000,5,3.5,SAN JOSE,2661,6800,1969,547,446,,Sold,,,http://www.redfin.com/CA/San-Jose/547-Bluefield-Dr-95136/home/863694,MLSListings,ML81767902,N,Y,37.2718799,-121.8537926
PAST SALE,December-17-2020,Single Family Residential,1708 Grizilo Dr,SAN JOSE,CA,95124,1699888,4,2.0,SAN JOSE,2010,7390,1963,128,846,,Sold,,,http://www.redfin.com/CA/San-Jose/1708-Grizilo-Dr-95124/home/851947,MLSListings,ML81816905,N,Y,37.2708874,-121.9104422
PAST SALE,May-12-2020,Single Family Residential,4649 Park Concord Pl,SAN JOSE,CA,95136,1212000,5,3.0,SAN JOSE,2563,6967,1977,347,473,,Sold,,,http://www.redfin.com/CA/San-Jose/4649-Park-Concord-Pl-95136/home/1461026,MLSListings,ML81787152,N,Y,37.2675968,-121.8272365
PAST SALE,August-28-2019,Single Family Residential,1015 Curtner Ave,SAN JOSE,CA,95125,1379000,4,2.5,SAN JOSE,2395,4376,2002,605,576,,Sold,,,http://www.redfin.com/CA/San-Jose/1015-Curtner-Ave-95125/home/1714727,MLSListings,ML81753798,N,Y,37.2908696,-121.8854559
PAST SALE,September-15-2020,Townhouse,3266 Lago De Como Pl,SAN JOSE,CA,95136,820000,3,2.5,SAN JOSE,1408,978,2007,221,582,188,Sold,,,http://www.redfin.com/CA/San-Jose/3266-Lago-de-Como-Pl-95136/home/12178437,MLSListings,ML81804133,N,Y,37.2795666,-121.8606998
PAST SALE,April-30-2020,Single Family Residential,7143 Via Corona,SAN JOSE,CA,95139,950000,4,2.0,SAN JOSE,1758,6126,1977,359,540,,Sold,,,http://www.redfin.com/CA/San-Jose/7143-Via-Corona-95139/home/1007532,MLSListings,ML81785736,N,Y,37.2316506,-121.766939
PAST SALE,December-11-2020,Condo/Co-op,413 Kenbrook Cir,SAN JOSE,CA,95111,515000,2,2.0,SAN JOSE,1012,,1987,134,509,312,Sold,,,http://www.redfin.com/CA/San-Jose/413-Kenbrook-Cir-95111/home/904421,MLSListings,ML81814300,N,Y,37.287269,-121.844209
PAST SALE,February-9-2021,Single Family Residential,1539 Willowhaven Ct,SAN JOSE,CA,95126,1250000,3,2.0,SAN JOSE,1518,3608,1978,74,823,,Sold,,,http://www.redfin.com/CA/San-Jose/1539-Willowhaven-Ct-95126/home/1394877,MLSListings,ML81823541,N,Y,37.3067365,-121.918666
PAST SALE,November-23-2020,Townhouse,1435 Alegria Loop,SAN JOSE,CA,95128,805000,2,2.5,SAN JOSE,1860,748,2003,152,433,445,Sold,,,http://www.redfin.com/CA/San-Jose/1435-Alegria-Loop-95128/home/1043282,MLSListings,ML81812114,N,Y,37.3007413,-121.929944
PAST SALE,August-2-2019,Single Family Residential,4596 Meadowhurst Ct,SAN JOSE,CA,95136,880000,3,2.5,SAN JOSE,1578,3639,1976,631,558,,Sold,,,http://www.redfin.com/CA/San-Jose/4596-Meadowhurst-Ct-95136/home/1756865,MLSListings,ML81754999,N,Y,37.2647746,-121.8641998
PAST SALE,April-22-2021,Single Family Residential,1452 Maria Way,SAN JOSE,CA,95117,1550000,5,3.0,SAN JOSE,1741,5386,1960,2,890,,Sold,,,http://www.redfin.com/CA/San-Jose/1452-Maria-Way-95117/home/1242941,MLSListings,ML81835369,N,Y,37.2978307,-121.9583093
PAST SALE,April-15-2021,Single Family Residential,1272 Trestlewood Ln,SAN JOSE,CA,95138,1800000,4,2.5,SAN JOSE,2459,5217,2003,9,732,184,Sold,,,http://www.redfin.com/CA/San-Jose/1272-Trestlewood-Ln-95138/home/1643427,MLSListings,ML81833421,N,Y,37.2906122,-121.8061472
PAST SALE,July-21-2020,Single Family Residential,14480 Esther Dr,SAN JOSE,CA,95124,1250000,3,1.0,SAN JOSE,1107,8280,1948,277,1129,,Sold,,,http://www.redfin.com/CA/San-Jose/14480-Esther-Dr-95124/home/1194076,MLSListings,ML81792907,N,Y,37.2582191,-121.9356006
PAST SALE,January-12-2021,Single Family Residential,4176 Paladin Dr,SAN JOSE,CA,95124,1710000,5,4.0,SAN JOSE,2403,7779,1959,102,712,,Sold,,,http://www.redfin.com/CA/San-Jose/4176-Paladin-Dr-95124/home/694522,MLSListings,ML81820622,N,Y,37.2578211,-121.9104866
PAST SALE,December-9-2019,Single Family Residential,976 Foxworthy Ave,SAN JOSE,CA,95125,950000,4,3.0,SAN JOSE,1712,1487,2003,502,555,95,Sold,,,http://www.redfin.com/CA/San-Jose/976-Foxworthy-Ave-95125/home/1044632,MLSListings,ML81768089,N,Y,37.2774406,-121.8770518
PAST SALE,June-10-2020,Condo/Co-op,5322 Cribari Gln,SAN JOSE,CA,95135,410000,2,2.0,SAN JOSE,1223,,1972,318,335,773,Sold,,,http://www.redfin.com/CA/San-Jose/5322-Cribari-Gln-95135/home/961205,MLSListings,ML81789812,N,Y,37.297445,-121.757262
PAST SALE,October-12-2020,Single Family Residential,962 Chynoweth Ave,SAN JOSE,CA,95136,989000,4,2.0,SAN JOSE,1353,5867,1970,194,731,,Sold,,,http://www.redfin.com/CA/San-Jose/962-Chynoweth-Ave-95136/home/1549759,MLSListings,ML81807439,N,Y,37.2580326,-121.867424
PAST SALE,March-6-2020,Single Family Residential,4676 Hampton Falls Pl,SAN JOSE,CA,95136,1005000,3,2.5,SAN JOSE,1695,2184,2004,414,593,45,Sold,,,http://www.redfin.com/CA/San-Jose/4676-Hampton-Falls-Pl-95136/home/871149,MLSListings,ML81781296,N,Y,37.261927,-121.872996
PAST SALE,November-27-2019,Townhouse,312 Casselino Dr,SAN JOSE,CA,95136,1266000,3,2.5,SAN JOSE,2522,2494,2005,514,502,233,Sold,,,http://www.redfin.com/CA/San-Jose/312-Casselino-Dr-95136/home/713223,MLSListings,ML81769736,N,Y,37.2827705,-121.8556829
PAST SALE,March-18-2020,Single Family Residential,1089 Phelps Ave,SAN JOSE,CA,95117,1635000,4,3.0,SAN JOSE,2199,6163,1962,402,744,,Sold,,,http://www.redfin.com/CA/San-Jose/1089-Phelps-Ave-95117/home/1149623,MLSListings,ML81782870,N,Y,37.3068577,-121.9612864
PAST SALE,October-8-2020,Single Family Residential,4070 W Campbell Ave,CAMPBELL,CA,95008,1325000,4,2.0,CAMPBELL,1486,6112,1962,198,892,,Sold,,,http://www.redfin.com/CA/Campbell/4070-Campbell-Ave-95008/home/1838909,MLSListings,ML81806659,N,Y,37.2859251,-121.9737717
PAST SALE,May-14-2019,Single Family Residential,5397 Chesbro Ave,SAN JOSE,CA,95123,1211111,4,3.0,SAN JOSE,2159,2641,2012,711,561,135,Sold,,,http://www.redfin.com/CA/San-Jose/5397-Chesbro-Ave-95123/home/52672585,MLSListings,ML81746476,N,Y,37.2534701,-121.8453231
PAST SALE,March-13-2020,Single Family Residential,186 Herlong Ave,SAN JOSE,CA,95123,979000,4,2.0,SAN JOSE,1664,5674,1966,407,588,,Sold,,,http://www.redfin.com/CA/San-Jose/186-Herlong-Ave-95123/home/995232,MLSListings,ML81784352,N,Y,37.2436497,-121.8089949
PAST SALE,October-30-2019,Single Family Residential,2986 Stanhope Dr,SAN JOSE,CA,95121,875000,5,3.0,SAN JOSE,1676,6528,1979,542,522,,Sold,,,http://www.redfin.com/CA/San-Jose/2986-Stanhope-Dr-95121/home/891668,MLSListings,ML81766592,N,Y,37.3077493,-121.8175377
PAST SALE,March-23-2020,Condo/Co-op,906 La Barbera Dr,SAN JOSE,CA,95126,623000,1,1.0,SAN JOSE,808,,1985,397,771,290,Sold,,,http://www.redfin.com/CA/San-Jose/906-La-Barbera-Dr-95126/home/1497550,MLSListings,ML81783575,N,Y,37.3089099,-121.9189367
PAST SALE,April-1-2021,Single Family Residential,277 Curie Dr,SAN JOSE,CA,95119,1200000,4,2.0,SAN JOSE,1610,6100,1970,23,745,,Sold,,,http://www.redfin.com/CA/San-Jose/277-Curie-Dr-95119/home/1006439,MLSListings,ML81830853,N,Y,37.2276247,-121.7927974
PAST SALE,August-24-2020,Townhouse,1446 Curtiss Ave,SAN JOSE,CA,95125,950000,3,2.5,SAN JOSE,1551,2354,1979,243,613,410,Sold,,,http://www.redfin.com/CA/San-Jose/1446-Curtiss-Ave-95125/home/841112,MLSListings,ML81792679,N,Y,37.305566,-121.891968
PAST SALE,June-17-2019,Single Family Residential,5767 Cohasset Way,SAN JOSE,CA,95123,835000,3,2.0,SAN JOSE,1203,4951,1966,677,694,,Sold,,,http://www.redfin.com/CA/San-Jose/5767-Cohasset-Way-95123/home/1080635,MLSListings,ML81749980,N,Y,37.2476673,-121.8096623
PAST SALE,August-3-2020,Single Family Residential,2281 Cottle Ave,SAN JOSE,CA,95125,1750000,4,3.0,SAN JOSE,2471,7286,2007,264,708,,Sold,,,http://www.redfin.com/CA/San-Jose/2281-Cottle-Ave-95125/home/847927,MLSListings,ML81796516,N,Y,37.2868656,-121.8934148
PAST SALE,June-25-2019,Single Family Residential,1371 Poe Ln,SAN JOSE,CA,95130,1380000,4,2.0,SAN JOSE,1502,6405,1959,669,919,,Sold,,,http://www.redfin.com/CA/San-Jose/1371-Poe-Ln-95130/home/758304,MLSListings,ML81750371,N,Y,37.2988577,-121.9696397
PAST SALE,March-22-2021,Single Family Residential,3016 Mary Helen Ln,San Jose,CA,95136,1115000,3,3.5,San Jose Cc,1757,2293,2005,33,635,80,Sold,,,http://www.redfin.com/CA/San-Jose/3016-Mary-Helen-Ln-95136/home/12178155,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40936534,N,Y,37.287407,-121.862999
PAST SALE,May-8-2019,Single Family Residential,1832 Gunston Way,SAN JOSE,CA,95124,1255888,3,2.0,SAN JOSE,1248,5800,1955,717,1006,,Sold,,,http://www.redfin.com/CA/San-Jose/1832-Gunston-Way-95124/home/1568500,MLSListings,ML81745704,N,Y,37.2545584,-121.9189771
PAST SALE,June-26-2019,Townhouse,1331 Charmwood Sq,SAN JOSE,CA,95117,988000,2,2.0,SAN JOSE,1152,1440,1972,668,858,260,Sold,,,http://www.redfin.com/CA/San-Jose/1331-Charmwood-Sq-95117/home/752947,MLSListings,ML81754422,N,Y,37.300915,-121.960148
PAST SALE,October-28-2020,Condo/Co-op,3093 Lina Ln #2,SAN JOSE,CA,95136,848000,2,2.0,SAN JOSE,1658,,2017,178,511,330,Sold,,,http://www.redfin.com/CA/SAN-JOSE/3093-LINA-LN-95136/unit-2/home/143043798,MLSListings,ML81808181,N,Y,37.284683,-121.856235
PAST SALE,February-21-2020,Single Family Residential,3708 Dundale Dr,SAN JOSE,CA,95121,910000,3,2.0,SAN JOSE,1586,7273,1978,428,574,,Sold,,,http://www.redfin.com/CA/San-Jose/3708-Dundale-Dr-95121/home/899151,MLSListings,ML81779230,N,Y,37.2970289,-121.8145122
PAST SALE,December-8-2020,Condo/Co-op,1412 Alma Way,SAN JOSE,CA,95125,638000,2,2.0,SAN JOSE,1071,,1984,137,596,385,Sold,,,http://www.redfin.com/CA/San-Jose/1412-Alma-Way-95125/home/570535,MLSListings,ML81817003,N,Y,37.308432,-121.885679
PAST SALE,September-18-2020,Condo/Co-op,3284 Kimber Ct #32,SAN JOSE,CA,95124,600000,2,1.0,SAN JOSE,886,,1977,218,677,336,Sold,,,http://www.redfin.com/CA/San-Jose/3284-Kimber-Ct-95124/unit-32/home/1360493,MLSListings,ML81807026,N,Y,37.264569,-121.921326
PAST SALE,February-26-2021,Single Family Residential,1157 Clark Way,SAN JOSE,CA,95125,1457000,2,1.0,SAN JOSE,1104,5147,1930,57,1320,,Sold,,,http://www.redfin.com/CA/San-Jose/1157-Clark-Way-95125/home/1501465,MLSListings,ML81827677,N,Y,37.2950107,-121.8935926
PAST SALE,July-9-2020,Single Family Residential,1775 Foxworthy Ave,SAN JOSE,CA,95124,1200000,4,2.0,SAN JOSE,1589,5550,1954,289,755,,Sold,,,http://www.redfin.com/CA/San-Jose/1775-Foxworthy-Ave-95124/home/852072,MLSListings,ML81796843,N,Y,37.2684844,-121.9150654
PAST SALE,October-2-2020,Condo/Co-op,610 Almaden Walk Loop,SAN JOSE,CA,95125,855000,3,2.5,SAN JOSE,1654,,2008,204,517,270,Sold,,,http://www.redfin.com/CA/San-Jose/610-Almaden-Walk-Loop-95125/home/167456845,MLSListings,ML81807558,N,Y,37.2978423,-121.8801293
PAST SALE,November-14-2019,Single Family Residential,2995 Cambridge Dr,SAN JOSE,CA,95125,1430000,4,3.0,SAN JOSE,2109,9814,1959,527,678,,Sold,,,http://www.redfin.com/CA/San-Jose/2995-Cambridge-Dr-95125/home/1568923,MLSListings,ML81769087,N,Y,37.2774433,-121.8832549
PAST SALE,July-9-2020,Single Family Residential,1191 Montmorency Dr,SAN JOSE,CA,95118,1450000,4,3.0,SAN JOSE,2369,6492,1984,289,612,,Sold,,,http://www.redfin.com/CA/San-Jose/1191-Montmorency-Dr-95118/home/1741680,MLSListings,ML81795521,N,Y,37.2643989,-121.8812762
PAST SALE,September-17-2020,Single Family Residential,3024 Mary Helen Ln,SAN JOSE,CA,95136,1008000,3,3.5,SAN JOSE,1757,1866,2005,219,574,72,Sold,,,http://www.redfin.com/CA/San-Jose/3024-Mary-Helen-Ln-95136/home/12178156,MLSListings,ML81805616,N,Y,37.2872722,-121.8628211
PAST SALE,June-23-2020,Single Family Residential,3869 Yolo Dr,SAN JOSE,CA,95136,908000,3,2.0,SAN JOSE,1286,9434,1972,305,706,,Sold,,,http://www.redfin.com/CA/San-Jose/3869-Yolo-Dr-95136/home/1778530,MLSListings,ML81790899,N,Y,37.2731945,-121.8589518
PAST SALE,October-28-2020,Condo/Co-op,350 Olive Hill Dr,SAN JOSE,CA,95125,867000,3,2.5,SAN JOSE,1700,1000,2005,178,510,260,Sold,,,http://www.redfin.com/CA/San-Jose/350-Olive-Hill-Dr-95125/home/167457298,MLSListings,ML81809241,N,Y,37.2969301,-121.8693474
PAST SALE,April-16-2021,Single Family Residential,3508 Calvin Ave,SAN JOSE,CA,95124,1530000,4,2.0,SAN JOSE,1936,6430,1959,8,790,,Sold,,,http://www.redfin.com/CA/San-Jose/3508-Calvin-Ave-95124/home/1517414,MLSListings,ML81832315,N,Y,37.2623561,-121.9397338
PAST SALE,August-16-2019,Condo/Co-op,4333 Red Maple Ct,SAN JOSE,CA,95138,1318000,4,3.5,SAN JOSE,2687,3803,2004,617,491,400,Sold,,,http://www.redfin.com/CA/San-Jose/4333-Red-Maple-Ct-95138/home/1761946,MLSListings,ML81752279,N,Y,37.288279,-121.804439
PAST SALE,June-26-2020,Single Family Residential,749 Delaware Ave,SAN JOSE,CA,95123,950000,3,2.0,SAN JOSE,1283,7254,1975,302,740,,Sold,,,http://www.redfin.com/CA/San-Jose/749-Delaware-Ave-95123/home/1001268,MLSListings,ML81789801,N,Y,37.249411372,-121.8503833
